ExamID,UserName,Title,IPAddress,Browser,EntranceTime,ExamEndTime,FinalGrade
3072,s951403141,اصول مهندسي پليمر,188.159.141.155,Chrome 89.0,2021-04-12 11:40:06.060,2021-04-12 11:56:30.877,14.00
3072,s961403108,اصول مهندسي پليمر,5.218.201.250,Chrome 89.0,2021-04-12 11:40:18.453,2021-04-12 11:56:31.830,11.00
3072,s961403122,اصول مهندسي پليمر,5.218.114.69,Chrome 89.0,2021-04-12 11:40:26.407,2021-04-12 11:56:24.093,10.00
3072,s961403134,اصول مهندسي پليمر,69.194.106.18,Firefox 84.0,2021-04-12 11:40:47.813,2021-04-12 11:59:00.330,11.00
3072,s961403135,اصول مهندسي پليمر,69.194.97.68,Chrome 59.0,2021-04-12 11:40:23.347,2021-04-12 11:59:45.930,16.00
3072,s971403105,اصول مهندسي پليمر,5.123.123.218,Chrome 89.0,2021-04-12 11:40:10.110,2021-04-12 11:59:49.727,18.00
3072,s971403113,اصول مهندسي پليمر,5.123.57.239,Firefox 87.0,2021-04-12 11:40:15.407,2021-04-12 11:59:06.833,19.00
3072,s971403117,اصول مهندسي پليمر,151.247.55.130,Chrome 89.0,2021-04-12 11:40:20.657,2021-04-12 12:00:00.193,10.00
3072,s971403124,اصول مهندسي پليمر,85.239.214.215,Chrome 89.0,2021-04-12 11:40:15.500,2021-04-12 12:00:03.540,18.00
3072,s971403130,اصول مهندسي پليمر,78.39.4.16,Chrome 89.0,2021-04-12 11:42:25.063,2021-04-12 11:59:53.680,13.00
3072,s971403135,اصول مهندسي پليمر,158.58.50.220,Chrome 89.0,2021-04-12 11:41:21.347,2021-04-12 11:57:35.970,14.00
3072,s971403138,اصول مهندسي پليمر,151.246.207.189,Chrome 89.0,2021-04-12 11:41:46.880,2021-04-12 11:59:56.007,13.00
3072,s971403144,اصول مهندسي پليمر,95.162.199.73,Chrome 51.0,2021-04-12 11:40:14.437,2021-04-12 11:59:43.773,19.00
