UserName,QuestionID,Title,UserRespnse,Title,ExamID,Title,ResourcePrimaryName
s981210203,31581,كداميك از صفات زير به‌صورت درصد بيان مي‌شود؟,100,شاخص برداشت (Harvest Index),3052,امتحان اول مبانی تولید گیاهان زراعی,مبانی تولید گیاهان زراعی گروه (۱)
s981210208,31581,كداميك از صفات زير به‌صورت درصد بيان مي‌شود؟,1000,شاخص برداشت (Harvest Index),3052,امتحان اول مبانی تولید گیاهان زراعی,مبانی تولید گیاهان زراعی گروه (۱)
s981210216,31581,كداميك از صفات زير به‌صورت درصد بيان مي‌شود؟,0,شاخص برداشت (Harvest Index),3052,امتحان اول مبانی تولید گیاهان زراعی,مبانی تولید گیاهان زراعی گروه (۱)
s981210221,31581,كداميك از صفات زير به‌صورت درصد بيان مي‌شود؟,10,شاخص برداشت (Harvest Index),3052,امتحان اول مبانی تولید گیاهان زراعی,مبانی تولید گیاهان زراعی گروه (۱)
s991210201,31581,كداميك از صفات زير به‌صورت درصد بيان مي‌شود؟,100,شاخص برداشت (Harvest Index),3052,امتحان اول مبانی تولید گیاهان زراعی,مبانی تولید گیاهان زراعی گروه (۱)
s991210202,31581,كداميك از صفات زير به‌صورت درصد بيان مي‌شود؟,100,شاخص برداشت (Harvest Index),3052,امتحان اول مبانی تولید گیاهان زراعی,مبانی تولید گیاهان زراعی گروه (۱)
s991210203,31581,كداميك از صفات زير به‌صورت درصد بيان مي‌شود؟,0,شاخص برداشت (Harvest Index),3052,امتحان اول مبانی تولید گیاهان زراعی,مبانی تولید گیاهان زراعی گروه (۱)
s991210204,31581,كداميك از صفات زير به‌صورت درصد بيان مي‌شود؟,100,شاخص برداشت (Harvest Index),3052,امتحان اول مبانی تولید گیاهان زراعی,مبانی تولید گیاهان زراعی گروه (۱)
s991210207,31581,كداميك از صفات زير به‌صورت درصد بيان مي‌شود؟,100,شاخص برداشت (Harvest Index),3052,امتحان اول مبانی تولید گیاهان زراعی,مبانی تولید گیاهان زراعی گروه (۱)
s991210210,31581,كداميك از صفات زير به‌صورت درصد بيان مي‌شود؟,100,شاخص برداشت (Harvest Index),3052,امتحان اول مبانی تولید گیاهان زراعی,مبانی تولید گیاهان زراعی گروه (۱)
s991210212,31581,كداميك از صفات زير به‌صورت درصد بيان مي‌شود؟,100,شاخص برداشت (Harvest Index),3052,امتحان اول مبانی تولید گیاهان زراعی,مبانی تولید گیاهان زراعی گروه (۱)
s991210213,31581,كداميك از صفات زير به‌صورت درصد بيان مي‌شود؟,100,شاخص برداشت (Harvest Index),3052,امتحان اول مبانی تولید گیاهان زراعی,مبانی تولید گیاهان زراعی گروه (۱)
s991210217,31581,كداميك از صفات زير به‌صورت درصد بيان مي‌شود؟,100,شاخص برداشت (Harvest Index),3052,امتحان اول مبانی تولید گیاهان زراعی,مبانی تولید گیاهان زراعی گروه (۱)
s991210223,31581,كداميك از صفات زير به‌صورت درصد بيان مي‌شود؟,100,شاخص برداشت (Harvest Index),3052,امتحان اول مبانی تولید گیاهان زراعی,مبانی تولید گیاهان زراعی گروه (۱)
s991210224,31581,كداميك از صفات زير به‌صورت درصد بيان مي‌شود؟,100,شاخص برداشت (Harvest Index),3052,امتحان اول مبانی تولید گیاهان زراعی,مبانی تولید گیاهان زراعی گروه (۱)
s991210228,31581,كداميك از صفات زير به‌صورت درصد بيان مي‌شود؟,100,شاخص برداشت (Harvest Index),3052,امتحان اول مبانی تولید گیاهان زراعی,مبانی تولید گیاهان زراعی گروه (۱)
s991210229,31581,كداميك از صفات زير به‌صورت درصد بيان مي‌شود؟,100,شاخص برداشت (Harvest Index),3052,امتحان اول مبانی تولید گیاهان زراعی,مبانی تولید گیاهان زراعی گروه (۱)
s991210231,31581,كداميك از صفات زير به‌صورت درصد بيان مي‌شود؟,100,شاخص برداشت (Harvest Index),3052,امتحان اول مبانی تولید گیاهان زراعی,مبانی تولید گیاهان زراعی گروه (۱)
s991210232,31581,كداميك از صفات زير به‌صورت درصد بيان مي‌شود؟,100,شاخص برداشت (Harvest Index),3052,امتحان اول مبانی تولید گیاهان زراعی,مبانی تولید گیاهان زراعی گروه (۱)
s991210233,31581,كداميك از صفات زير به‌صورت درصد بيان مي‌شود؟,100,شاخص برداشت (Harvest Index),3052,امتحان اول مبانی تولید گیاهان زراعی,مبانی تولید گیاهان زراعی گروه (۱)
s981210203,31584,در طبقه‌بندي علمي، هر گياه را به ترتيب با اسم ...................... و ....................... آن مشخص مي‌کنند.,10,جنس - گونه,3052,امتحان اول مبانی تولید گیاهان زراعی,مبانی تولید گیاهان زراعی گروه (۱)
s981210208,31584,در طبقه‌بندي علمي، هر گياه را به ترتيب با اسم ...................... و ....................... آن مشخص مي‌کنند.,1000,جنس - گونه,3052,امتحان اول مبانی تولید گیاهان زراعی,مبانی تولید گیاهان زراعی گروه (۱)
s981210216,31584,در طبقه‌بندي علمي، هر گياه را به ترتيب با اسم ...................... و ....................... آن مشخص مي‌کنند.,10,جنس - گونه,3052,امتحان اول مبانی تولید گیاهان زراعی,مبانی تولید گیاهان زراعی گروه (۱)
