ExamID,UserName,Title,IPAddress,Browser,EntranceTime,ExamEndTime,FinalGrade
3100,s971601107,میان ترم 1-تاریخ فرش جهان,5.73.181.166,Chrome 86.0,2021-04-15 10:00:39.007,2021-04-15 10:08:59.310,16.00
3100,s951601135,میان ترم 1-تاریخ فرش جهان,NULL,NULL,NULL,NULL,0.00
3100,s971601109,میان ترم 1-تاریخ فرش جهان,5.123.73.130,Chrome 89.0,2021-04-15 10:00:44.990,2021-04-15 10:08:31.480,12.00
3100,s971601118,میان ترم 1-تاریخ فرش جهان,93.110.232.150,Chrome 71.0,2021-04-15 10:01:51.553,2021-04-15 10:09:45.053,13.00
3100,s971601122,میان ترم 1-تاریخ فرش جهان,5.120.199.186,Firefox 81.0,2021-04-15 10:00:35.867,2021-04-15 10:09:27.990,12.00
3100,s971601125,میان ترم 1-تاریخ فرش جهان,188.159.8.50,Chrome 89.0,2021-04-15 10:01:10.110,2021-04-15 10:09:29.880,15.00
3100,s971601126,میان ترم 1-تاریخ فرش جهان,5.124.193.13,Chrome 89.0,2021-04-15 10:02:00.007,2021-04-15 10:09:56.133,12.00
3100,s971601127,میان ترم 1-تاریخ فرش جهان,5.22.87.175,Chrome 89.0,2021-04-15 10:00:48.117,2021-04-15 10:08:01.823,14.00
3100,s971601133,میان ترم 1-تاریخ فرش جهان,5.216.154.40,Chrome 74.0,2021-04-15 10:00:14.287,2021-04-15 10:07:34.137,13.00
3100,s971601136,میان ترم 1-تاریخ فرش جهان,5.124.148.76,Chrome 83.0,2021-04-15 10:00:15.490,2021-04-15 10:08:30.450,15.30
3100,s971601138,میان ترم 1-تاریخ فرش جهان,95.162.225.177,Chrome 78.0,2021-04-15 10:05:20.470,2021-04-15 10:13:31.410,13.30
3100,s971601141,میان ترم 1-تاریخ فرش جهان,5.218.144.255,Safari 12.0,2021-04-15 10:02:45.650,2021-04-15 10:11:25.737,13.20
3151,s971601141,آزمون میان ترم موزه داری فرش,5.218.190.110,Safari 12.0,2021-04-19 12:03:48.833,2021-04-19 12:18:51.687,12.00
3151,s971601138,آزمون میان ترم موزه داری فرش,95.162.203.26,Chrome 78.0,2021-04-19 12:00:37.397,2021-04-19 12:16:40.657,17.00
3151,s971601136,آزمون میان ترم موزه داری فرش,5.124.57.180,Chrome 83.0,2021-04-19 12:00:05.360,2021-04-19 12:13:10.160,10.00
3151,s971601133,آزمون میان ترم موزه داری فرش,5.215.169.58,Chrome 89.0,2021-04-19 12:00:13.030,2021-04-19 12:15:07.683,10.00
3151,s971601127,آزمون میان ترم موزه داری فرش,5.218.55.141,Chrome 89.0,2021-04-19 12:00:37.773,2021-04-19 12:17:56.540,19.00
3151,s971601126,آزمون میان ترم موزه داری فرش,5.124.224.116,Chrome 89.0,2021-04-19 12:02:50.333,2021-04-19 12:16:42.037,15.00
3151,s971601125,آزمون میان ترم موزه داری فرش,188.159.20.233,Chrome 90.0,2021-04-19 12:00:05.297,2021-04-19 12:19:22.940,18.00
3151,s971601122,آزمون میان ترم موزه داری فرش,5.134.133.120,Firefox 81.0,2021-04-19 12:00:55.617,2021-04-19 12:18:24.750,19.00
