ExamID,UserName,Title,IPAddress,Browser,EntranceTime,ExamEndTime,FinalGrade
3059,s951402133,میان ترم اول سیگنال و سیستمها,5.218.175.140,Chrome 81.0,2021-04-07 13:42:16.577,NULL,12.00
3059,s951402152,میان ترم اول سیگنال و سیستمها,172.106.10.130,Chrome 89.0,2021-04-07 13:31:00.507,2021-04-07 14:22:40.647,12.00
3059,s961402105,میان ترم اول سیگنال و سیستمها,77.42.63.7,Safari 10.0,2021-04-07 13:30:24.817,2021-04-07 14:14:34.640,13.00
3059,s961402110,میان ترم اول سیگنال و سیستمها,8.20.126.206,Chrome 89.0,2021-04-07 13:31:00.443,NULL,14.00
3059,s961402125,میان ترم اول سیگنال و سیستمها,5.123.237.4,Chrome 89.0,2021-04-07 13:30:21.690,2021-04-07 14:21:15.103,15.00
3059,s961402133,میان ترم اول سیگنال و سیستمها,5.53.56.15,Chrome 83.0,2021-04-07 13:41:47.707,2021-04-07 14:30:54.947,14.00
3059,s961402147,میان ترم اول سیگنال و سیستمها,151.239.235.222,Chrome 89.0,2021-04-07 13:31:35.200,2021-04-07 14:28:57.790,14.00
3059,s961402802,میان ترم اول سیگنال و سیستمها,89.34.61.123,Safari 0.0,2021-04-07 13:43:02.557,2021-04-07 14:27:12.113,12.00
3059,s971402105,میان ترم اول سیگنال و سیستمها,93.110.143.110,Chrome 78.0,2021-04-07 13:30:18.987,2021-04-07 14:31:06.400,12.00
3059,s971402106,میان ترم اول سیگنال و سیستمها,85.185.141.60,Firefox 87.0,2021-04-07 13:31:00.380,NULL,0.00
3059,s971402114,میان ترم اول سیگنال و سیستمها,5.190.79.233,Chrome 89.0,2021-04-07 13:30:58.147,2021-04-07 14:28:55.007,11.00
3059,s971402116,میان ترم اول سیگنال و سیستمها,86.57.32.66,Chrome 89.0,2021-04-07 13:31:31.497,2021-04-07 14:26:17.587,18.00
3059,s971402119,میان ترم اول سیگنال و سیستمها,158.58.18.75,Chrome 81.0,2021-04-07 13:30:14.093,2021-04-07 14:20:44.993,14.00
3059,s971402120,میان ترم اول سیگنال و سیستمها,164.138.152.220,Chrome 70.0,2021-04-07 13:30:20.817,2021-04-07 14:03:49.220,14.00
3059,s971402121,میان ترم اول سیگنال و سیستمها,46.245.87.90,Chrome 89.0,2021-04-07 13:30:03.297,2021-04-07 14:21:11.433,13.00
3059,s971402125,میان ترم اول سیگنال و سیستمها,5.218.14.116,Chrome 81.0,2021-04-07 13:30:16.847,2021-04-07 14:11:46.663,12.00
3059,s971402129,میان ترم اول سیگنال و سیستمها,46.100.201.238,Chrome 89.0,2021-04-07 13:34:01.163,2021-04-07 14:25:00.473,14.00
3059,s971402132,میان ترم اول سیگنال و سیستمها,5.218.78.12,Chrome 89.0,2021-04-07 13:31:44.420,2021-04-07 13:46:34.157,17.00
3059,s971402137,میان ترم اول سیگنال و سیستمها,77.42.48.23,Chrome 89.0,2021-04-07 13:32:26.293,NULL,0.00
3059,s971402139,میان ترم اول سیگنال و سیستمها,5.75.82.163,Chrome 88.0,2021-04-07 13:32:29.933,2021-04-07 14:28:30.553,11.00
3059,s971402145,میان ترم اول سیگنال و سیستمها,154.49.100.194,Safari 14.0,2021-04-07 13:30:48.927,NULL,0.00
3059,s971402150,میان ترم اول سیگنال و سیستمها,5.218.254.199,Chrome 89.0,2021-04-07 13:30:11.903,2021-04-07 14:03:44.440,16.00
