ExamID,UserName,Title,IPAddress,Browser,EntranceTime,ExamEndTime,FinalGrade
4549,s971506103,میان ترم روان شناسی رشد 1,5.22.113.68,Chrome 80.0,2021-05-30 08:30:54.257,2021-05-30 08:56:58.623,16.00
4549,s981506901,میان ترم روان شناسی رشد 1,5.250.106.121,Firefox 88.0,2021-05-30 08:30:10.620,2021-05-30 08:53:05.397,10.00
4549,s981506903,میان ترم روان شناسی رشد 1,5.218.93.193,Chrome 88.0,2021-05-30 08:30:08.090,2021-05-30 08:49:25.610,20.00
4549,s981506904,میان ترم روان شناسی رشد 1,46.245.87.29,Chrome 91.0,2021-05-30 08:30:20.943,2021-05-30 08:57:12.097,16.00
4549,s991506101,میان ترم روان شناسی رشد 1,85.239.194.167,Chrome 87.0,2021-05-30 08:30:39.897,2021-05-30 08:56:42.833,16.00
4549,s991506102,میان ترم روان شناسی رشد 1,5.218.255.76,Chrome 87.0,2021-05-30 08:30:05.497,2021-05-30 08:56:19.580,20.00
4549,s991506103,میان ترم روان شناسی رشد 1,37.156.52.156,Chrome 90.0,2021-05-30 08:30:13.417,2021-05-30 08:57:15.660,17.00
4549,s991506104,میان ترم روان شناسی رشد 1,86.57.103.85,Firefox 89.0,2021-05-30 08:30:09.217,2021-05-30 08:57:12.707,0.00
4549,s991506105,میان ترم روان شناسی رشد 1,5.219.196.233,Chrome 90.0,2021-05-30 08:30:28.367,2021-05-30 08:57:31.063,11.00
4549,s991506106,میان ترم روان شناسی رشد 1,93.110.208.144,Chrome 87.0,2021-05-30 08:30:15.030,2021-05-30 08:55:47.980,19.00
4549,s991506107,میان ترم روان شناسی رشد 1,86.57.78.49,Chrome 90.0,2021-05-30 08:30:42.960,2021-05-30 08:56:45.527,10.00
4549,s991506108,میان ترم روان شناسی رشد 1,151.246.22.239,Chrome 90.0,2021-05-30 08:31:38.060,2021-05-30 08:56:51.293,8.00
4549,s991506110,میان ترم روان شناسی رشد 1,5.22.77.196,Chrome 74.0,2021-05-30 08:30:28.103,2021-05-30 08:56:44.277,12.00
4549,s991506111,میان ترم روان شناسی رشد 1,151.234.166.30,Chrome 74.0,2021-05-30 08:30:11.653,2021-05-30 08:55:30.737,20.00
4549,s991506109,میان ترم روان شناسی رشد 1,5.123.170.218,Firefox 88.0,2021-05-30 08:31:00.670,2021-05-30 08:57:04.250,18.00
4549,s991506112,میان ترم روان شناسی رشد 1,46.100.214.196,Chrome 90.0,2021-05-30 08:30:45.147,2021-05-30 08:56:51.763,13.00
4549,s991506113,میان ترم روان شناسی رشد 1,5.53.40.13,Chrome 90.0,2021-05-30 08:30:15.940,2021-05-30 08:57:02.000,14.00
4549,s991506114,میان ترم روان شناسی رشد 1,5.123.66.145,Chrome 87.0,2021-05-30 08:30:14.373,2021-05-30 08:57:29.093,10.00
4549,s991506115,میان ترم روان شناسی رشد 1,37.254.233.77,Safari 14.0,2021-05-30 08:32:39.510,2021-05-30 08:57:38.720,13.00
4549,s991506116,میان ترم روان شناسی رشد 1,164.138.178.207,Chrome 90.0,2021-05-30 08:30:02.857,2021-05-30 08:56:56.310,19.00
4549,s991506117,میان ترم روان شناسی رشد 1,5.73.240.94,Chrome 87.0,2021-05-30 08:32:02.870,2021-05-30 08:55:33.393,12.00
4549,s991506118,میان ترم روان شناسی رشد 1,188.159.8.215,Chrome 75.0,2021-05-30 08:30:16.317,2021-05-30 08:57:19.447,14.00
4549,s991506119,میان ترم روان شناسی رشد 1,93.110.238.226,Firefox 88.0,2021-05-30 08:30:35.663,2021-05-30 08:56:39.490,16.00
4549,s991506121,میان ترم روان شناسی رشد 1,188.215.194.132,Firefox 88.0,2021-05-30 08:30:13.560,2021-05-30 08:56:46.197,20.00
4549,s991506122,میان ترم روان شناسی رشد 1,5.124.60.123,Chrome 90.0,2021-05-30 08:30:19.160,2021-05-30 08:57:26.747,12.00
4549,s991506123,میان ترم روان شناسی رشد 1,164.138.186.207,Chrome 89.0,2021-05-30 08:30:11.560,2021-05-30 08:57:13.957,20.00
4549,s991506124,میان ترم روان شناسی رشد 1,158.58.96.103,Chrome 91.0,2021-05-30 08:30:20.363,2021-05-30 08:53:00.833,14.00
4549,s991506125,میان ترم روان شناسی رشد 1,89.47.64.140,Chrome 81.0,2021-05-30 08:30:23.710,2021-05-30 08:56:20.330,21.00
4549,s991506126,میان ترم روان شناسی رشد 1,93.110.138.91,Chrome 75.0,2021-05-30 08:31:08.593,2021-05-30 08:57:12.063,10.00
4549,s991506128,میان ترم روان شناسی رشد 1,83.122.42.248,Chrome 89.0,2021-05-30 08:30:32.823,2021-05-30 08:57:13.330,11.00
4549,s991506129,میان ترم روان شناسی رشد 1,5.218.24.142,Firefox 88.0,2021-05-30 08:30:18.627,2021-05-30 08:56:39.973,19.00
4549,s991506130,میان ترم روان شناسی رشد 1,31.7.121.16,Chrome 90.0,2021-05-30 08:31:00.407,2021-05-30 08:57:07.077,12.00
4549,s991506131,میان ترم روان شناسی رشد 1,164.138.174.52,Chrome 75.0,2021-05-30 08:30:50.327,2021-05-30 08:57:24.247,18.00
4549,s991506132,میان ترم روان شناسی رشد 1,130.255.222.242,Chrome 90.0,2021-05-30 08:30:38.477,2021-05-30 08:50:30.753,9.00
4549,s991506133,میان ترم روان شناسی رشد 1,158.51.121.79,Chrome 87.0,2021-05-30 08:30:13.183,2021-05-30 08:57:19.900,13.00
4549,s991506134,میان ترم روان شناسی رشد 1,188.215.206.62,Chrome 83.0,2021-05-30 08:30:19.940,2021-05-30 08:56:54.687,16.00
4549,s991506135,میان ترم روان شناسی رشد 1,5.218.8.21,Chrome 79.0,2021-05-30 08:30:11.433,2021-05-30 08:56:27.080,16.00
4549,s991506137,میان ترم روان شناسی رشد 1,5.22.28.228,Chrome 80.0,2021-05-30 08:30:14.793,2021-05-30 08:57:19.963,10.00
4549,s991506138,میان ترم روان شناسی رشد 1,37.255.153.23,Firefox 88.0,2021-05-30 08:30:22.427,2021-05-30 08:47:54.123,18.00
5001,s991506138,آمار در علوم رفتاری 1 ( توصیفی),31.7.118.74,Firefox 89.0,2021-06-12 08:30:20.700,2021-06-12 09:17:51.193,13.00
5001,t4565,آمار در علوم رفتاری 1 ( توصیفی),NULL,NULL,2021-06-11 21:55:43.877,2021-06-11 21:57:34.887,14.54
5001,s991506137,آمار در علوم رفتاری 1 ( توصیفی),5.22.107.51,Chrome 80.0,2021-06-12 08:30:36.090,2021-06-12 09:20:34.743,15.99
5001,s991506135,آمار در علوم رفتاری 1 ( توصیفی),69.194.119.84,Chrome 79.0,2021-06-12 08:30:21.510,2021-06-12 09:13:46.397,16.98
5001,s991506134,آمار در علوم رفتاری 1 ( توصیفی),188.215.207.110,Chrome 90.0,2021-06-12 08:30:38.230,2021-06-12 09:16:12.260,17.99
5001,s991506133,آمار در علوم رفتاری 1 ( توصیفی),108.165.215.253,Chrome 87.0,2021-06-12 08:30:31.027,2021-06-12 09:19:47.737,15.98
5001,s991506132,آمار در علوم رفتاری 1 ( توصیفی),5.218.229.182,Chrome 90.0,2021-06-12 08:31:29.950,2021-06-12 09:05:20.050,19.91
5001,s991506131,آمار در علوم رفتاری 1 ( توصیفی),5.218.54.148,Chrome 87.0,2021-06-12 08:30:37.667,2021-06-12 09:19:41.283,13.98
5001,s991506130,آمار در علوم رفتاری 1 ( توصیفی),31.7.120.4,Chrome 91.0,2021-06-12 08:30:48.370,2021-06-12 09:19:53.707,13.87
5001,s991506129,آمار در علوم رفتاری 1 ( توصیفی),31.7.119.15,Firefox 89.0,2021-06-12 08:30:10.197,2021-06-12 09:19:20.170,14.98
5001,s991506128,آمار در علوم رفتاری 1 ( توصیفی),83.122.90.147,Chrome 74.0,2021-06-12 08:30:37.310,2021-06-12 09:19:16.907,15.98
5001,s991506126,آمار در علوم رفتاری 1 ( توصیفی),5.218.206.181,Chrome 90.0,2021-06-12 08:32:01.063,2021-06-12 09:20:05.707,14.98
5001,s991506125,آمار در علوم رفتاری 1 ( توصیفی),5.62.235.224,Chrome 81.0,2021-06-12 08:30:31.247,2021-06-12 09:18:32.460,19.99
5001,s991506124,آمار در علوم رفتاری 1 ( توصیفی),5.250.45.153,Chrome 91.0,2021-06-12 08:30:53.480,2021-06-12 09:14:13.220,14.54
5001,s991506123,آمار در علوم رفتاری 1 ( توصیفی),5.250.48.26,Chrome 89.0,2021-06-12 08:30:24.747,2021-06-12 09:20:29.007,14.54
5001,s991506122,آمار در علوم رفتاری 1 ( توصیفی),5.124.29.208,Chrome 91.0,2021-06-12 08:30:44.107,2021-06-12 09:19:29.487,15.99
