ExamID,UserName,Title,IPAddress,Browser,EntranceTime,ExamEndTime,FinalGrade
3269,s971804102,میان ترم-ژئومرفولوژي -محیط زیست,109.125.174.217,Chrome 90.0,2021-05-11 13:30:17.020,2021-05-11 13:46:21.817,10.00
3269,s971804114,میان ترم-ژئومرفولوژي -محیط زیست,37.255.16.152,Chrome 90.0,2021-05-11 13:30:26.497,2021-05-11 13:46:28.300,11.00
3269,s981804203,میان ترم-ژئومرفولوژي -محیط زیست,5.124.247.164,Chrome 90.0,2021-05-11 13:30:03.973,2021-05-11 13:45:35.607,11.00
3269,s981804207,میان ترم-ژئومرفولوژي -محیط زیست,5.233.119.134,Chrome 90.0,2021-05-11 13:32:19.017,2021-05-11 13:46:24.973,12.00
3269,s981804210,میان ترم-ژئومرفولوژي -محیط زیست,158.58.58.67,Firefox 88.0,2021-05-11 13:31:18.350,2021-05-11 13:36:54.693,13.00
3269,s981804211,میان ترم-ژئومرفولوژي -محیط زیست,69.194.82.72,Chrome 85.0,2021-05-11 13:30:09.410,2021-05-11 13:44:53.440,10.00
3269,s981804212,میان ترم-ژئومرفولوژي -محیط زیست,151.246.200.181,Chrome 90.0,2021-05-11 13:30:20.297,2021-05-11 13:46:14.863,11.00
3269,s981804213,میان ترم-ژئومرفولوژي -محیط زیست,85.239.206.34,Safari 0.0,2021-05-11 13:31:18.147,2021-05-11 13:46:05.643,18.00
3269,s981804217,میان ترم-ژئومرفولوژي -محیط زیست,5.22.85.176,Firefox 88.0,2021-05-11 13:30:21.217,2021-05-11 13:45:46.093,10.00
3269,s981804218,میان ترم-ژئومرفولوژي -محیط زیست,130.255.207.56,Chrome 83.0,2021-05-11 13:30:12.707,2021-05-11 13:45:30.187,11.00
3269,s981804219,میان ترم-ژئومرفولوژي -محیط زیست,93.110.253.194,Chrome 88.0,2021-05-11 13:30:35.547,2021-05-11 13:45:37.640,9.00
3269,s981804220,میان ترم-ژئومرفولوژي -محیط زیست,5.124.43.225,Chrome 81.0,2021-05-11 13:34:37.943,2021-05-11 13:47:09.390,7.00
3269,s981804222,میان ترم-ژئومرفولوژي -محیط زیست,5.218.169.225,Chrome 83.0,2021-05-11 13:30:10.427,2021-05-11 13:44:29.347,12.00
3269,s981804223,میان ترم-ژئومرفولوژي -محیط زیست,86.57.83.243,Chrome 83.0,2021-05-11 13:31:00.803,2021-05-11 13:46:20.583,11.00
3269,s991804235,میان ترم-ژئومرفولوژي -محیط زیست,130.255.196.200,Chrome 90.0,2021-05-11 13:30:47.827,2021-05-11 13:45:52.607,11.00
4553,s991804236,میانترم هوا و اقلیم شناسی خرداد 1400,5.123.61.43,Chrome 87.0,2021-05-29 12:00:09.233,2021-05-29 12:09:36.173,9.00
4553,s991804234,میانترم هوا و اقلیم شناسی خرداد 1400,5.218.28.31,Chrome 90.0,2021-05-29 12:00:20.343,2021-05-29 12:09:45.793,17.00
4553,s991804237,میانترم هوا و اقلیم شناسی خرداد 1400,5.124.183.230,Safari 14.1,2021-05-29 12:00:50.900,2021-05-29 12:10:43.137,17.00
4553,s991804238,میانترم هوا و اقلیم شناسی خرداد 1400,164.138.168.197,Safari 12.1,2021-05-29 12:00:09.733,2021-05-29 12:10:04.420,11.00
4553,s991804235,میانترم هوا و اقلیم شناسی خرداد 1400,5.218.206.119,Chrome 91.0,2021-05-29 12:00:32.047,2021-05-29 12:11:28.153,11.00
4553,s981804234,میانترم هوا و اقلیم شناسی خرداد 1400,5.218.196.80,Chrome 84.0,2021-05-29 12:00:39.163,NULL,7.00
4553,s991802216,میانترم هوا و اقلیم شناسی خرداد 1400,37.254.167.122,Chrome 90.0,2021-05-29 12:02:21.777,NULL,5.00
4553,s991804202,میانترم هوا و اقلیم شناسی خرداد 1400,5.218.165.145,Chrome 90.0,2021-05-29 12:00:16.997,2021-05-29 12:10:41.337,16.00
4553,s991804203,میانترم هوا و اقلیم شناسی خرداد 1400,5.123.54.92,Chrome 87.0,2021-05-29 12:00:13.700,NULL,1.00
4553,s991804204,میانترم هوا و اقلیم شناسی خرداد 1400,5.250.107.125,Chrome 87.0,2021-05-29 12:00:20.313,2021-05-29 12:09:41.783,11.00
4553,s991804207,میانترم هوا و اقلیم شناسی خرداد 1400,5.210.24.137,Chrome 91.0,2021-05-29 12:00:06.170,2021-05-29 12:08:50.247,10.00
4553,s991804208,میانترم هوا و اقلیم شناسی خرداد 1400,5.218.173.194,Chrome 79.0,2021-05-29 12:01:53.440,2021-05-29 12:10:15.297,14.00
4553,s991804209,میانترم هوا و اقلیم شناسی خرداد 1400,5.123.58.140,Chrome 91.0,2021-05-29 12:00:22.343,2021-05-29 12:09:37.860,14.00
4553,s971804114,میانترم هوا و اقلیم شناسی خرداد 1400,130.255.247.228,Chrome 90.0,2021-05-29 12:00:26.393,2021-05-29 12:09:57.810,12.00
4553,s961801110,میانترم هوا و اقلیم شناسی خرداد 1400,188.215.219.200,Chrome 90.0,2021-05-29 12:00:46.477,2021-05-29 12:09:55.560,19.00
4553,s991804210,میانترم هوا و اقلیم شناسی خرداد 1400,5.22.16.144,Chrome 90.0,2021-05-29 12:00:59.683,2021-05-29 12:09:35.407,19.00
4553,s991804212,میانترم هوا و اقلیم شناسی خرداد 1400,37.255.155.9,Chrome 75.0,2021-05-29 12:00:06.230,2021-05-29 12:08:48.057,18.00
4553,s991804213,میانترم هوا و اقلیم شناسی خرداد 1400,79.127.95.23,Chrome 85.0,2021-05-29 12:01:12.887,NULL,6.00
4553,s991804214,میانترم هوا و اقلیم شناسی خرداد 1400,93.110.207.210,Chrome 91.0,2021-05-29 12:01:12.340,2021-05-29 12:09:42.110,11.00
4553,s991804215,میانترم هوا و اقلیم شناسی خرداد 1400,69.194.104.44,Chrome 80.0,2021-05-29 12:01:02.417,2021-05-29 12:10:04.933,11.00
4553,s991804217,میانترم هوا و اقلیم شناسی خرداد 1400,5.123.196.186,Chrome 86.0,2021-05-29 12:01:15.997,2021-05-29 12:09:53.857,18.00
4553,s991804219,میانترم هوا و اقلیم شناسی خرداد 1400,5.123.80.29,Chrome 86.0,2021-05-29 12:00:49.103,2021-05-29 12:10:03.980,13.00
4553,s991804222,میانترم هوا و اقلیم شناسی خرداد 1400,86.57.69.23,Chrome 90.0,2021-05-29 12:00:19.783,2021-05-29 12:08:55.543,10.00
4553,s991804223,میانترم هوا و اقلیم شناسی خرداد 1400,5.123.105.237,Chrome 91.0,2021-05-29 12:00:49.197,2021-05-29 12:09:44.073,15.00
4553,s991804226,میانترم هوا و اقلیم شناسی خرداد 1400,5.218.143.158,Chrome 90.0,2021-05-29 12:00:02.573,2021-05-29 12:08:11.853,13.00
4553,s991804227,میانترم هوا و اقلیم شناسی خرداد 1400,164.138.176.96,Chrome 90.0,2021-05-29 12:01:27.607,2021-05-29 12:09:20.277,14.00
4553,s991804228,میانترم هوا و اقلیم شناسی خرداد 1400,5.22.35.19,Chrome 87.0,2021-05-29 12:00:30.407,2021-05-29 12:09:49.747,15.00
4553,s991804230,میانترم هوا و اقلیم شناسی خرداد 1400,5.22.6.140,Chrome 83.0,2021-05-29 12:00:20.047,NULL,0.00
4553,s991804233,میانترم هوا و اقلیم شناسی خرداد 1400,5.218.167.185,Chrome 89.0,2021-05-29 12:00:54.310,2021-05-29 12:09:44.150,13.00
4750,s991804233,میانترم مجدد هوا و اقلیم شناسی- خرداد 1400,5.218.115.10,Chrome 89.0,2021-06-09 08:01:03.673,2021-06-09 08:08:45.337,15.00
