UserName,QuestionID,Title,UserRespnse,Title,ExamID,Title,ResourcePrimaryName
s981303409,32086,کدام تعريف مربوط به زاويه خي χ)) مي باشد؟                                                                                                                    ,1000,زاويه ديهدرال بين کربن آلفا و کربن بتا از زنجيره جانبي                                                                                               ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303401,32086,کدام تعريف مربوط به زاويه خي χ)) مي باشد؟                                                                                                                    ,1000,زاويه ديهدرال بين کربن آلفا و کربن بتا از زنجيره جانبي                                                                                               ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303402,32086,کدام تعريف مربوط به زاويه خي χ)) مي باشد؟                                                                                                                    ,1000,زاويه ديهدرال بين کربن آلفا و کربن بتا از زنجيره جانبي                                                                                               ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303404,32086,کدام تعريف مربوط به زاويه خي χ)) مي باشد؟                                                                                                                    ,1000,زاويه ديهدرال بين کربن آلفا و کربن بتا از زنجيره جانبي                                                                                               ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303405,32086,کدام تعريف مربوط به زاويه خي χ)) مي باشد؟                                                                                                                    ,1000,زاويه ديهدرال بين کربن آلفا و کربن بتا از زنجيره جانبي                                                                                               ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303406,32086,کدام تعريف مربوط به زاويه خي χ)) مي باشد؟                                                                                                                    ,1000,زاويه ديهدرال بين کربن آلفا و کربن بتا از زنجيره جانبي                                                                                               ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303407,32086,کدام تعريف مربوط به زاويه خي χ)) مي باشد؟                                                                                                                    ,1000,زاويه ديهدرال بين کربن آلفا و کربن بتا از زنجيره جانبي                                                                                               ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303408,32086,کدام تعريف مربوط به زاويه خي χ)) مي باشد؟                                                                                                                    ,0,زاويه ديهدرال بين کربن آلفا و کربن بتا از زنجيره جانبي                                                                                               ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303409,32086,کدام تعريف مربوط به زاويه خي χ)) مي باشد؟                                                                                                                    ,0,زاويه ديهدرال بين کربن آلفا و کربن بتا از زنجيره جانبي                                                                                               ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303412,32086,کدام تعريف مربوط به زاويه خي χ)) مي باشد؟                                                                                                                    ,1000,زاويه ديهدرال بين کربن آلفا و کربن بتا از زنجيره جانبي                                                                                               ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303413,32086,کدام تعريف مربوط به زاويه خي χ)) مي باشد؟                                                                                                                    ,1000,زاويه ديهدرال بين کربن آلفا و کربن بتا از زنجيره جانبي                                                                                               ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303414,32086,کدام تعريف مربوط به زاويه خي χ)) مي باشد؟                                                                                                                    ,1000,زاويه ديهدرال بين کربن آلفا و کربن بتا از زنجيره جانبي                                                                                               ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s981303409,32125,تعريف مدل چيست؟,1000,يک توصيف ساده از سامانه                                               ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303401,32125,تعريف مدل چيست؟,1000,يک توصيف ساده از سامانه                                               ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303402,32125,تعريف مدل چيست؟,1000,يک توصيف ساده از سامانه                                               ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303404,32125,تعريف مدل چيست؟,1000,يک توصيف ساده از سامانه                                               ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303405,32125,تعريف مدل چيست؟,1000,يک توصيف ساده از سامانه                                               ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303406,32125,تعريف مدل چيست؟,1000,يک توصيف ساده از سامانه                                               ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303407,32125,تعريف مدل چيست؟,1000,يک توصيف ساده از سامانه                                               ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303408,32125,تعريف مدل چيست؟,1,يک توصيف ساده از سامانه                                               ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303409,32125,تعريف مدل چيست؟,0,يک توصيف ساده از سامانه                                               ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303412,32125,تعريف مدل چيست؟,1000,يک توصيف ساده از سامانه                                               ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303413,32125,تعريف مدل چيست؟,1000,يک توصيف ساده از سامانه                                               ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303414,32125,تعريف مدل چيست؟,1000,يک توصيف ساده از سامانه                                               ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s981303409,32131,سخت ترين قسمت مدلسازي متجانس کدام قسمت است؟                                                                                                       ,10,مدلسازي لوپ                      ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303401,32131,سخت ترين قسمت مدلسازي متجانس کدام قسمت است؟                                                                                                       ,10,مدلسازي لوپ                      ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303402,32131,سخت ترين قسمت مدلسازي متجانس کدام قسمت است؟                                                                                                       ,10,مدلسازي لوپ                      ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303404,32131,سخت ترين قسمت مدلسازي متجانس کدام قسمت است؟                                                                                                       ,10,مدلسازي لوپ                      ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303405,32131,سخت ترين قسمت مدلسازي متجانس کدام قسمت است؟                                                                                                       ,10,مدلسازي لوپ                      ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303406,32131,سخت ترين قسمت مدلسازي متجانس کدام قسمت است؟                                                                                                       ,10,مدلسازي لوپ                      ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303407,32131,سخت ترين قسمت مدلسازي متجانس کدام قسمت است؟                                                                                                       ,10,مدلسازي لوپ                      ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303408,32131,سخت ترين قسمت مدلسازي متجانس کدام قسمت است؟                                                                                                       ,10,مدلسازي لوپ                      ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303409,32131,سخت ترين قسمت مدلسازي متجانس کدام قسمت است؟                                                                                                       ,10,مدلسازي لوپ                      ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303412,32131,سخت ترين قسمت مدلسازي متجانس کدام قسمت است؟                                                                                                       ,10,مدلسازي لوپ                      ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303413,32131,سخت ترين قسمت مدلسازي متجانس کدام قسمت است؟                                                                                                       ,10,مدلسازي لوپ                      ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303414,32131,سخت ترين قسمت مدلسازي متجانس کدام قسمت است؟                                                                                                       ,10,مدلسازي لوپ                      ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s981303409,32132,در داکينگ کدام الگوريتم برای جستجوی فضای صورتبندی ليگاند اطراف پروتئين بهتر است؟ ,100,الگوريتم ژنتيک لامارکی     ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303401,32132,در داکينگ کدام الگوريتم برای جستجوی فضای صورتبندی ليگاند اطراف پروتئين بهتر است؟ ,100,الگوريتم ژنتيک لامارکی     ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303402,32132,در داکينگ کدام الگوريتم برای جستجوی فضای صورتبندی ليگاند اطراف پروتئين بهتر است؟ ,1,الگوريتم ژنتيک لامارکی     ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303404,32132,در داکينگ کدام الگوريتم برای جستجوی فضای صورتبندی ليگاند اطراف پروتئين بهتر است؟ ,1,الگوريتم ژنتيک لامارکی     ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303405,32132,در داکينگ کدام الگوريتم برای جستجوی فضای صورتبندی ليگاند اطراف پروتئين بهتر است؟ ,1000,الگوريتم ژنتيک لامارکی     ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303406,32132,در داکينگ کدام الگوريتم برای جستجوی فضای صورتبندی ليگاند اطراف پروتئين بهتر است؟ ,100,الگوريتم ژنتيک لامارکی     ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303407,32132,در داکينگ کدام الگوريتم برای جستجوی فضای صورتبندی ليگاند اطراف پروتئين بهتر است؟ ,1000,الگوريتم ژنتيک لامارکی     ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303408,32132,در داکينگ کدام الگوريتم برای جستجوی فضای صورتبندی ليگاند اطراف پروتئين بهتر است؟ ,1,الگوريتم ژنتيک لامارکی     ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303409,32132,در داکينگ کدام الگوريتم برای جستجوی فضای صورتبندی ليگاند اطراف پروتئين بهتر است؟ ,0,الگوريتم ژنتيک لامارکی     ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303412,32132,در داکينگ کدام الگوريتم برای جستجوی فضای صورتبندی ليگاند اطراف پروتئين بهتر است؟ ,100,الگوريتم ژنتيک لامارکی     ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303413,32132,در داکينگ کدام الگوريتم برای جستجوی فضای صورتبندی ليگاند اطراف پروتئين بهتر است؟ ,10,الگوريتم ژنتيک لامارکی     ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s991303414,32132,در داکينگ کدام الگوريتم برای جستجوی فضای صورتبندی ليگاند اطراف پروتئين بهتر است؟ ,100,الگوريتم ژنتيک لامارکی     ,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
s981303409,32135,ترتيب مراحل مدلسازی متجانس کدام اند؟,1,شناسايی الگو، تصحيح همپوشانی، ايجاد اسکلت، مدلسازی لوپ،  مدلسازی زنجيره جانبی، بهينه سازی مدل، تاييد مدل,3138,میانترم بیوانفورماتیک 99,بیوانفورماتیک گروه (۱)
