ExamID,UserName,Title,IPAddress,Browser,EntranceTime,ExamEndTime,FinalGrade
3138,s991303404,میانترم بیوانفورماتیک 99,37.191.84.189,Firefox 87.0,2021-04-22 16:00:11.133,2021-04-22 16:12:07.070,10.00
3138,s991303407,میانترم بیوانفورماتیک 99,5.123.79.171,Chrome 88.0,2021-04-22 16:00:57.217,2021-04-22 16:14:27.520,10.00
3138,s991303405,میانترم بیوانفورماتیک 99,5.235.189.4,Chrome 81.0,2021-04-22 16:00:04.930,2021-04-22 16:10:41.893,10.00
3138,s981303409,میانترم بیوانفورماتیک 99,31.59.158.109,Chrome 90.0,2021-04-22 16:00:13.463,2021-04-22 16:15:16.567,12.00
3138,s991303414,میانترم بیوانفورماتیک 99,37.254.73.90,Chrome 90.0,2021-04-22 16:00:18.933,2021-04-22 16:14:39.380,11.00
3138,s991303402,میانترم بیوانفورماتیک 99,109.230.251.9,Safari 13.1,2021-04-22 16:00:10.103,2021-04-22 16:11:51.330,10.00
3138,s991303406,میانترم بیوانفورماتیک 99,95.38.120.150,Chrome 90.0,2021-04-22 16:00:21.667,NULL,10.00
3138,s991303409,میانترم بیوانفورماتیک 99,46.245.91.167,Chrome 90.0,2021-04-22 16:00:41.373,NULL,7.00
3138,s991303413,میانترم بیوانفورماتیک 99,5.250.15.83,Chrome 83.0,2021-04-22 16:00:49.403,2021-04-22 16:13:40.580,11.00
3138,s991303412,میانترم بیوانفورماتیک 99,130.255.243.194,Chrome 83.0,2021-04-22 16:00:15.213,2021-04-22 16:09:31.110,12.00
3138,s991303408,میانترم بیوانفورماتیک 99,95.81.85.86,Chrome 90.0,2021-04-22 16:00:39.387,2021-04-22 16:14:42.820,18.00
3138,s991303401,میانترم بیوانفورماتیک 99,5.218.21.34,Chrome 90.0,2021-04-22 16:00:24.917,2021-04-22 16:09:36.487,12.00
3138,s991303403,میانترم بیوانفورماتیک 99,NULL,NULL,NULL,NULL,0.00
4630,s991303404,روش هاي بيوشيمي بيوفيزيك,31.25.106.132,Firefox 89.0,2021-06-13 10:32:13.800,2021-06-13 12:00:17.030,12.22
4630,s991303407,روش هاي بيوشيمي بيوفيزيك,5.124.238.173,Chrome 91.0,2021-06-13 10:30:22.977,2021-06-13 12:00:25.640,16.55
4630,s991303405,روش هاي بيوشيمي بيوفيزيك,188.253.45.200,Chrome 91.0,2021-06-13 10:30:06.537,2021-06-13 12:00:40.780,13.34
4630,s991303414,روش هاي بيوشيمي بيوفيزيك,5.219.90.72,Chrome 91.0,2021-06-13 10:30:33.740,2021-06-13 11:59:39.683,12.43
4630,s991303402,روش هاي بيوشيمي بيوفيزيك,91.99.105.209,Safari 12.1,2021-06-13 10:30:17.867,2021-06-13 12:00:19.687,12.43
4630,s991303406,روش هاي بيوشيمي بيوفيزيك,95.38.203.23,Chrome 91.0,2021-06-13 10:30:15.600,2021-06-13 12:00:18.247,17.34
4630,t13412,روش هاي بيوشيمي بيوفيزيك,NULL,NULL,2021-06-18 11:52:55.820,NULL,0.00
4630,s991303409,روش هاي بيوشيمي بيوفيزيك,86.57.107.212,Chrome 91.0,2021-06-13 10:30:11.160,2021-06-13 12:00:46.030,17.00
4630,s991303413,روش هاي بيوشيمي بيوفيزيك,5.218.0.241,Chrome 83.0,2021-06-13 10:30:48.697,2021-06-13 12:00:03.630,15.00
4630,s991303412,روش هاي بيوشيمي بيوفيزيك,93.110.142.206,Chrome 87.0,2021-06-13 10:30:03.303,NULL,0.00
4630,s991303408,روش هاي بيوشيمي بيوفيزيك,93.110.195.55,Chrome 91.0,2021-06-13 10:31:18.917,2021-06-13 12:00:23.890,13.00
4630,s991303401,روش هاي بيوشيمي بيوفيزيك,93.110.105.140,Chrome 90.0,2021-06-13 10:30:06.583,NULL,0.00
4630,s991303403,روش هاي بيوشيمي بيوفيزيك,NULL,NULL,NULL,NULL,0.00
5255,t2533,بیوشیمی هورمون (ارشد بیوشیمی),NULL,NULL,2021-06-17 10:53:48.057,NULL,0.00
5255,s991303404,بیوشیمی هورمون (ارشد بیوشیمی),37.255.194.26,Firefox 84.0,2021-06-16 10:30:29.467,NULL,0.00
5255,s991303407,بیوشیمی هورمون (ارشد بیوشیمی),5.124.62.73,Chrome 91.0,2021-06-16 10:30:19.197,2021-06-16 12:19:47.927,14.00
