ExamID,UserName,Title,IPAddress,Browser,EntranceTime,ExamEndTime,FinalGrade
3203,s991104401,آلودگی محیطی مواد غذایی,89.47.75.196,Firefox 88.0,2021-04-28 11:00:28.807,2021-04-28 11:19:25.947,20.00
3203,s991104403,آلودگی محیطی مواد غذایی,5.124.95.65,InternetExplorer 11.0,2021-04-28 11:01:31.193,2021-04-28 11:19:32.337,18.00
3203,s991104404,آلودگی محیطی مواد غذایی,46.245.109.155,Firefox 88.0,2021-04-28 11:00:23.633,2021-04-28 11:19:38.977,20.00
3203,s991104405,آلودگی محیطی مواد غذایی,151.246.196.245,Chrome 90.0,2021-04-28 11:09:40.070,2021-04-28 11:19:41.867,15.00
3203,s991104406,آلودگی محیطی مواد غذایی,2.184.138.120,Safari 12.1,2021-04-28 11:00:29.290,2021-04-28 11:20:29.763,17.00
3203,s991104407,آلودگی محیطی مواد غذایی,5.124.97.207,InternetExplorer 11.0,2021-04-28 11:00:31.557,2021-04-28 11:18:13.007,19.00
3203,s991104408,آلودگی محیطی مواد غذایی,46.100.213.123,Chrome 90.0,2021-04-28 11:00:02.347,2021-04-28 11:15:34.427,20.00
3203,s991104409,آلودگی محیطی مواد غذایی,37.255.153.14,Chrome 90.0,2021-04-28 11:00:58.090,2021-04-28 11:20:04.103,20.00
4706,s991104409,عفونت ها و مسمومیتهای مواد غذایی ,5.53.40.34,Chrome 91.0,2021-06-22 11:00:20.810,2021-06-22 11:42:29.160,14.00
4706,s991104408,عفونت ها و مسمومیتهای مواد غذایی ,188.215.218.248,Chrome 91.0,2021-06-22 11:00:05.183,2021-06-22 11:40:38.543,15.00
4706,s991104407,عفونت ها و مسمومیتهای مواد غذایی ,5.124.249.80,Firefox 89.0,2021-06-22 11:00:06.307,2021-06-22 11:42:07.377,18.00
4706,s991104406,عفونت ها و مسمومیتهای مواد غذایی ,5.22.51.6,Chrome 90.0,2021-06-22 11:02:52.830,2021-06-22 11:41:55.267,19.00
4706,s991104405,عفونت ها و مسمومیتهای مواد غذایی ,31.57.211.157,Chrome 91.0,2021-06-22 11:00:16.933,2021-06-22 11:42:22.677,15.00
4706,s991104404,عفونت ها و مسمومیتهای مواد غذایی ,86.57.115.238,Firefox 89.0,2021-06-22 11:00:07.357,2021-06-22 11:41:32.567,16.00
4706,s991104403,عفونت ها و مسمومیتهای مواد غذایی ,5.123.24.63,Safari 12.1,2021-06-22 11:00:24.450,2021-06-22 11:41:32.300,18.00
4706,s991104401,عفونت ها و مسمومیتهای مواد غذایی ,37.153.191.140,Firefox 89.0,2021-06-22 11:00:13.090,2021-06-22 11:41:58.860,17.00
4706,s981104410,عفونت ها و مسمومیتهای مواد غذایی ,130.255.210.72,Chrome 91.0,2021-06-22 11:00:36.827,2021-06-22 11:41:56.517,16.00
4706,s981104418,عفونت ها و مسمومیتهای مواد غذایی ,130.255.205.11,Firefox 88.0,2021-06-22 11:00:19.073,2021-06-22 11:42:23.347,16.00
4709,s991104401,بهداشت و کنترل شیر و فراورده ها,93.114.18.44,Firefox 89.0,2021-06-27 11:01:28.483,2021-06-27 11:28:04.163,12.00
4709,s991104403,بهداشت و کنترل شیر و فراورده ها,5.123.170.65,Chrome 91.0,2021-06-27 11:00:52.153,2021-06-27 11:29:53.653,16.00
4709,s991104404,بهداشت و کنترل شیر و فراورده ها,86.57.91.92,Firefox 89.0,2021-06-27 11:00:07.410,2021-06-27 11:29:11.790,15.00
4709,s991104405,بهداشت و کنترل شیر و فراورده ها,151.246.200.107,Chrome 91.0,2021-06-27 11:00:39.337,2021-06-27 11:29:43.637,12.00
4709,s991104406,بهداشت و کنترل شیر و فراورده ها,85.239.209.215,Chrome 91.0,2021-06-27 11:00:49.950,2021-06-27 11:29:40.373,12.00
4709,s991104407,بهداشت و کنترل شیر و فراورده ها,5.124.163.18,Firefox 89.0,2021-06-27 11:00:08.987,2021-06-27 11:30:11.580,15.00
4709,s991104408,بهداشت و کنترل شیر و فراورده ها,188.215.221.153,Chrome 91.0,2021-06-27 11:00:02.847,2021-06-27 11:29:02.697,15.00
4709,s991104409,بهداشت و کنترل شیر و فراورده ها,5.53.40.10,Chrome 91.0,2021-06-27 11:00:12.520,2021-06-27 11:29:40.607,20.00
5124,s991104409,کنترل میکروبی مواد غذایی کارشناسی ارشد 1400,31.7.117.42,Chrome 91.0,2021-06-12 13:30:36.870,2021-06-12 13:54:42.483,10.00
5124,s991104408,کنترل میکروبی مواد غذایی کارشناسی ارشد 1400,188.215.218.236,Chrome 91.0,2021-06-12 13:30:04.690,2021-06-12 13:54:08.380,12.00
5124,s991104407,کنترل میکروبی مواد غذایی کارشناسی ارشد 1400,5.123.93.38,InternetExplorer 11.0,2021-06-12 13:30:15.680,2021-06-12 13:54:25.893,11.00
5124,s991104406,کنترل میکروبی مواد غذایی کارشناسی ارشد 1400,80.191.182.13,Chrome 85.0,2021-06-12 13:31:59.170,2021-06-12 13:55:06.803,10.00
5124,s991104405,کنترل میکروبی مواد غذایی کارشناسی ارشد 1400,151.246.205.146,Chrome 91.0,2021-06-12 13:31:02.687,2021-06-12 13:55:09.190,12.00
5124,s991104404,کنترل میکروبی مواد غذایی کارشناسی ارشد 1400,86.57.126.39,Firefox 89.0,2021-06-12 13:30:19.760,2021-06-12 13:53:55.973,9.00
